"","AOP ID","KE ID","Molecular Pathways"
"571","130","492","G GLUTATHIONE METABOLISM"
"572","131","31","ABNORMAL LACTATE DEHYDROGENASE LEVEL"
"573","134",NA,"GO:0042116"
"574","1343",NA,"HYPERTENSION ASSOCIATED WITH PHEOCHROMOCYTOMA"
"575","139","41","ABNORMALITY OF THE LIVER"
"576","139","41","ABNORMALITY OF THE LIVER"
"577","1392","481","OXIDATIVE STRESS"
"578","1392","284","OXIDATIVE STRESS"
"579","1392","501","OXIDATIVE STRESS"
"580","1392","538","OXIDATIVE STRESS"
"581","1392","521","OXIDATIVE STRESS"
"582","1392","505","OXIDATIVE STRESS"
"583","1392","510","OXIDATIVE STRESS"
"584","1392","220","OXIDATIVE STRESS"
"585","1392","452","OXIDATIVE STRESS"
"586","1392","497","OXIDATIVE STRESS"
"587","1392","200","OXIDATIVE STRESS"
"588","1392","429","OXIDATIVE STRESS"
"589","1392","481","OXIDATIVE STRESS"
"590","1392","26","OXIDATIVE STRESS"
"591","1392","396","OXIDATIVE STRESS"
"592","1392","497","OXIDATIVE STRESS"
"593","1392","511","OXIDATIVE STRESS"
"594","1392","464","OXIDATIVE STRESS"
"595","1392","482","OXIDATIVE STRESS"
"596","1392","424","OXIDATIVE STRESS"
"597","1392","31","OXIDATIVE STRESS"
"598","1392","424","OXIDATIVE STRESS"
"599","1392","479","OXIDATIVE STRESS"
"600","1392","411","OXIDATIVE STRESS"
"601","1392","26","OXIDATIVE STRESS"
"602","1392","459","OXIDATIVE STRESS"
"603","1392","540","OXIDATIVE STRESS"
"604","1392","538","OXIDATIVE STRESS"
"605","1392","17","OXIDATIVE STRESS"
"606","1392","501","OXIDATIVE STRESS"
"607","1392","483","OXIDATIVE STRESS"
"608","1392","459","OXIDATIVE STRESS"
"609","1392","444","OXIDATIVE STRESS"
"610","1392","478","OXIDATIVE STRESS"
"611","1392","505","OXIDATIVE STRESS"
"612","1392","540","OXIDATIVE STRESS"
"613","1392","411","OXIDATIVE STRESS"
"614","1392","396","OXIDATIVE STRESS"
"615","1392","429","OXIDATIVE STRESS"
"616","1392","457","OXIDATIVE STRESS"
"617","1392","425","OXIDATIVE STRESS"
"618","1392","444","OXIDATIVE STRESS"
"619","1392","488","OXIDATIVE STRESS"
"620","1392","177","OXIDATIVE STRESS"
"621","1392","534","OXIDATIVE STRESS"
"622","1392","479","OXIDATIVE STRESS"
"623","1392","260","OXIDATIVE STRESS"
"624","1392","447","OXIDATIVE STRESS"
"625","1392","511","OXIDATIVE STRESS"
"626","1392","464","OXIDATIVE STRESS"
"627","1392","510","OXIDATIVE STRESS"
"628","1392","470","OXIDATIVE STRESS"
"629","1392","377","OXIDATIVE STRESS"
"630","1392","450","OXIDATIVE STRESS"
"631","1392","171","OXIDATIVE STRESS"
"632","1392","457","OXIDATIVE STRESS"
"633","1392","186","OXIDATIVE STRESS"
"634","1392","507","OXIDATIVE STRESS"
"635","1392","534","OXIDATIVE STRESS"
"636","1392","482","OXIDATIVE STRESS"
"637","1392","462","OXIDATIVE STRESS"
"638","1392","17","OXIDATIVE STRESS"
"639","1392","437","OXIDATIVE STRESS"
"640","1392","535","OXIDATIVE STRESS"
"641","1392","220","OXIDATIVE STRESS"
"642","1392","200","OXIDATIVE STRESS"
"643","1392","471","OXIDATIVE STRESS"
"644","1392","186","OXIDATIVE STRESS"
"645","1392","470","OXIDATIVE STRESS"
"646","1392","535","OXIDATIVE STRESS"
"647","1392","138","OXIDATIVE STRESS"
"648","1392","447","OXIDATIVE STRESS"
"649","1392","260","OXIDATIVE STRESS"
"650","1392","483","OXIDATIVE STRESS"
"651","1392","177","OXIDATIVE STRESS"
"652","1392","425","OXIDATIVE STRESS"
"653","1392","488","OXIDATIVE STRESS"
"654","1392","437","OXIDATIVE STRESS"
"655","1392","476","OXIDATIVE STRESS"
"656","1392","471","OXIDATIVE STRESS"
"657","1392","138","OXIDATIVE STRESS"
"658","1392","509","OXIDATIVE STRESS"
"659","1392","171","OXIDATIVE STRESS"
"660","1392","462","OXIDATIVE STRESS"
"661","1392","521","OXIDATIVE STRESS"
"662","1392","284","OXIDATIVE STRESS"
"663","1392","509","OXIDATIVE STRESS"
"664","1392","377","OXIDATIVE STRESS"
"665","1392","31","OXIDATIVE STRESS"
"666","1392","452","OXIDATIVE STRESS"
"667","1392","450","OXIDATIVE STRESS"
"668","1392","476","OXIDATIVE STRESS"
"669","1392","478","OXIDATIVE STRESS"
"670","1392","507","OXIDATIVE STRESS"
"671","140","36","STEROID HORMONE MEDIATED SIGNALING PATHWAY"
"672","1449",NA,"GO:0045444"
"673","145","14","CTOME IKBA VARIANT LEADS TO EDA ID"
"674","145","14","CTOME IKBA VARIANT LEADS TO EDA ID"
"675","147","32","REGULATION OF NITRIC OXIDE SYNTHASE ACTIVITY"
"676","147","32","REGULATION OF NITRIC OXIDE SYNTHASE ACTIVITY"
"677","149","206","GO:0006954"
"678","149","505","GO:0006954"
"679","149","280","GO:0006954"
"680","149","27","GO:0006954"
"681","149","280","GO:0006954"
"682","149","544","GO:0006954"
"683","149","439","GO:0006954"
"684","149","115","GO:0006954"
"685","149","27","GO:0006954"
"686","149","206","GO:0006954"
"687","149","115","GO:0006954"
"688","149","505","GO:0006954"
"689","149","544","GO:0006954"
"690","149","439","GO:0006954"
"691","1491",NA,"GO:0070265"
"692","151",NA,"GO:0005125"
"693","152","14","GO:0002534"
"694","152","14","GO:0002534"
"695","1547",NA,"ABNORMALITY OF THE MITOCHONDRION"
"696","1547",NA,"ABNORMALITY OF THE MITOCHONDRION"
"697","1547",NA,"CTOME ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA"
"698","155","296","GO:0006281"
"699","155","272","GO:0006281"
"700","155","432","GO:0006281"
"701","155","397","GO:0006281"
"702","155","478","GO:0006281"
"703","155","141","GO:0006281"
"704","155","141","GO:0006281"
"705","155","296","GO:0006281"
"706","155","443","GO:0006281"
"707","155","322","GO:0006281"
"708","155","272","GO:0006281"
"709","155","432","GO:0006281"
"710","155","139","GO:0006281"
"711","155","15","GO:0006281"
"712","155","443","GO:0006281"
"713","155","322","GO:0006281"
"714","155","397","GO:0006281"
"715","155","478","GO:0006281"
"716","155","139","GO:0006281"
"717","155","15","GO:0006281"
"718","1553",NA,"SOMATIC MUTATION"
"719","1555",NA,"GO:0008283"
"720","158",NA,"GO:0019904"
"721","161","31","ABNORMAL LIVER MORPHOLOGY"
"722","161","31","ABNORMAL LIVER MORPHOLOGY"
"723","1614","306","GO:0004882"
"724","1614","111","GO:0004882"
"725","1614","477","GO:0004882"
"726","1614","306","GO:0004882"
"727","1614","344","GO:0004882"
"728","1614","570","GO:0004882"
"729","1614","575","GO:0004882"
"730","1614","307","GO:0004882"
"731","1614","575","GO:0004882"
"732","1614","571","GO:0004882"
"733","1614","576","GO:0004882"
"734","1614","372","GO:0004882"
"735","1614","307","GO:0004882"
"736","1614","288","GO:0004882"
"737","1614","111","GO:0004882"
"738","1614","344","GO:0004882"
"739","1614","345","GO:0004882"
"740","1614","571","GO:0004882"
"741","1614","477","GO:0004882"
"742","1614","345","GO:0004882"
"743","1614","576","GO:0004882"
"744","1614","372","GO:0004882"
"745","1614","570","GO:0004882"
"746","1614","288","GO:0004882"
"747","1614","305","GO:0004882"
"748","1614","305","GO:0004882"
"749","164","32","ABNORMAL LIVER MORPHOLOGY"
"750","164","32","ABNORMAL LIVER MORPHOLOGY"
"751","165","41","CTOME ARYL HYDROCARBON RECEPTOR SIGNALLING"
"752","165","41","CTOME ARYL HYDROCARBON RECEPTOR SIGNALLING"
"753","166","26","GO:0060291"
"754","166","26","GO:0060291"
"755","167","518","LIVER X RECEPTOR PATHWAY"
"756","167","518","LIVER X RECEPTOR PATHWAY"
"757","167","34","LIVER X RECEPTOR PATHWAY"
"758","167","34","LIVER X RECEPTOR PATHWAY"
"759","167","58","LIVER X RECEPTOR PATHWAY"
"760","167","58","LIVER X RECEPTOR PATHWAY"
"761","167","34","LIVER X RECEPTOR PATHWAY"
"762","167","518","LIVER X RECEPTOR PATHWAY"
"763","167","58","LIVER X RECEPTOR PATHWAY"
"764","167","34","LIVER X RECEPTOR PATHWAY"
"765","167","58","LIVER X RECEPTOR PATHWAY"
"766","167","518","LIVER X RECEPTOR PATHWAY"
"767","168","14","LYMPHOCYTE APOPTOTIC PROCESS"
"768","168","14","LYMPHOCYTE APOPTOTIC PROCESS"
"769","173","31","PURE RED CELL APLASIA"
"770","173","31","PURE RED CELL APLASIA"
"771","173","31","PURE RED CELL APLASIA"
"772","173","31","PURE RED CELL APLASIA"
"773","173","31","PURE RED CELL APLASIA"
"774","173","31","PURE RED CELL APLASIA"
"775","178","284","ELECTRON TRANSPORT CHAIN"
"776","178","564","ELECTRON TRANSPORT CHAIN"
"777","178","284","ELECTRON TRANSPORT CHAIN"
"778","178","26","ELECTRON TRANSPORT CHAIN"
"779","178","564","ELECTRON TRANSPORT CHAIN"
"780","178","26","ELECTRON TRANSPORT CHAIN"
"781","179","529","GO:0006635"
"782","179","497","GO:0006635"
"783","179","60","GO:0006635"
"784","179","60","GO:0006635"
"785","179","36","GO:0006635"
"786","179","529","GO:0006635"
"787","179","497","GO:0006635"
"788","179","36","GO:0006635"
"789","18","415","ARYL HYDROCARBON RECEPTOR PATHWAY"
"790","18","151","ARYL HYDROCARBON RECEPTOR PATHWAY"
"791","18","418","ARYL HYDROCARBON RECEPTOR PATHWAY"
"792","18","21","ARYL HYDROCARBON RECEPTOR PATHWAY"
"793","18","420","ARYL HYDROCARBON RECEPTOR PATHWAY"
"794","18","131","ARYL HYDROCARBON RECEPTOR PATHWAY"
"795","18","578","ARYL HYDROCARBON RECEPTOR PATHWAY"
"796","18","310","ARYL HYDROCARBON RECEPTOR PATHWAY"
"797","18","420","ARYL HYDROCARBON RECEPTOR PATHWAY"
"798","18","459","ARYL HYDROCARBON RECEPTOR PATHWAY"
"799","18","57","ARYL HYDROCARBON RECEPTOR PATHWAY"
"800","18","21","ARYL HYDROCARBON RECEPTOR PATHWAY"
"801","18","439","ARYL HYDROCARBON RECEPTOR PATHWAY"
"802","18","414","ARYL HYDROCARBON RECEPTOR PATHWAY"
"803","18","419","ARYL HYDROCARBON RECEPTOR PATHWAY"
"804","18","439","ARYL HYDROCARBON RECEPTOR PATHWAY"
"805","18","458","ARYL HYDROCARBON RECEPTOR PATHWAY"
"806","18","458","ARYL HYDROCARBON RECEPTOR PATHWAY"
"807","18","459","ARYL HYDROCARBON RECEPTOR PATHWAY"
"808","18","310","ARYL HYDROCARBON RECEPTOR PATHWAY"
"809","18","416","ARYL HYDROCARBON RECEPTOR PATHWAY"
"810","18","459","ARYL HYDROCARBON RECEPTOR PATHWAY"
"811","18","563","ARYL HYDROCARBON RECEPTOR PATHWAY"
"812","18","563","ARYL HYDROCARBON RECEPTOR PATHWAY"
"813","18","494","ARYL HYDROCARBON RECEPTOR PATHWAY"
"814","18","131","ARYL HYDROCARBON RECEPTOR PATHWAY"
"815","18","417","ARYL HYDROCARBON RECEPTOR PATHWAY"
"816","18","21","ARYL HYDROCARBON RECEPTOR PATHWAY"
"817","18","456","ARYL HYDROCARBON RECEPTOR PATHWAY"
"818","18","417","ARYL HYDROCARBON RECEPTOR PATHWAY"
"819","18","417","ARYL HYDROCARBON RECEPTOR PATHWAY"
"820","18","57","ARYL HYDROCARBON RECEPTOR PATHWAY"
"821","18","417","ARYL HYDROCARBON RECEPTOR PATHWAY"
"822","18","494","ARYL HYDROCARBON RECEPTOR PATHWAY"
"823","18","419","ARYL HYDROCARBON RECEPTOR PATHWAY"
"824","18","57","ARYL HYDROCARBON RECEPTOR PATHWAY"
"825","18","420","ARYL HYDROCARBON RECEPTOR PATHWAY"
"826","18","578","ARYL HYDROCARBON RECEPTOR PATHWAY"
"827","18","21","ARYL HYDROCARBON RECEPTOR PATHWAY"
"828","18","418","ARYL HYDROCARBON RECEPTOR PATHWAY"
"829","18","419","ARYL HYDROCARBON RECEPTOR PATHWAY"
"830","18","418","ARYL HYDROCARBON RECEPTOR PATHWAY"
"831","18","458","ARYL HYDROCARBON RECEPTOR PATHWAY"
"832","18","418","ARYL HYDROCARBON RECEPTOR PATHWAY"
"833","18","563","ARYL HYDROCARBON RECEPTOR PATHWAY"
"834","18","415","ARYL HYDROCARBON RECEPTOR PATHWAY"
"835","18","455","ARYL HYDROCARBON RECEPTOR PATHWAY"
"836","18","439","ARYL HYDROCARBON RECEPTOR PATHWAY"
"837","18","416","ARYL HYDROCARBON RECEPTOR PATHWAY"
"838","18","459","ARYL HYDROCARBON RECEPTOR PATHWAY"
"839","18","414","ARYL HYDROCARBON RECEPTOR PATHWAY"
"840","18","456","ARYL HYDROCARBON RECEPTOR PATHWAY"
"841","18","150","ARYL HYDROCARBON RECEPTOR PATHWAY"
"842","18","414","ARYL HYDROCARBON RECEPTOR PATHWAY"
"843","18","420","ARYL HYDROCARBON RECEPTOR PATHWAY"
"844","18","150","ARYL HYDROCARBON RECEPTOR PATHWAY"
"845","18","416","ARYL HYDROCARBON RECEPTOR PATHWAY"
"846","18","563","ARYL HYDROCARBON RECEPTOR PATHWAY"
"847","18","150","ARYL HYDROCARBON RECEPTOR PATHWAY"
"848","18","456","ARYL HYDROCARBON RECEPTOR PATHWAY"
"849","18","57","ARYL HYDROCARBON RECEPTOR PATHWAY"
"850","18","151","ARYL HYDROCARBON RECEPTOR PATHWAY"
"851","18","151","ARYL HYDROCARBON RECEPTOR PATHWAY"
"852","18","494","ARYL HYDROCARBON RECEPTOR PATHWAY"
"853","18","494","ARYL HYDROCARBON RECEPTOR PATHWAY"
"854","18","131","ARYL HYDROCARBON RECEPTOR PATHWAY"
"855","18","415","ARYL HYDROCARBON RECEPTOR PATHWAY"
"856","18","578","ARYL HYDROCARBON RECEPTOR PATHWAY"
"857","18","131","ARYL HYDROCARBON RECEPTOR PATHWAY"
"858","18","455","ARYL HYDROCARBON RECEPTOR PATHWAY"
"859","18","414","ARYL HYDROCARBON RECEPTOR PATHWAY"
"860","18","456","ARYL HYDROCARBON RECEPTOR PATHWAY"
"861","18","416","ARYL HYDROCARBON RECEPTOR PATHWAY"
"862","18","151","ARYL HYDROCARBON RECEPTOR PATHWAY"
"863","18","455","ARYL HYDROCARBON RECEPTOR PATHWAY"
"864","18","458","ARYL HYDROCARBON RECEPTOR PATHWAY"
"865","18","419","ARYL HYDROCARBON RECEPTOR PATHWAY"
"866","18","439","ARYL HYDROCARBON RECEPTOR PATHWAY"
"867","18","310","ARYL HYDROCARBON RECEPTOR PATHWAY"
"868","18","150","ARYL HYDROCARBON RECEPTOR PATHWAY"
"869","18","455","ARYL HYDROCARBON RECEPTOR PATHWAY"
"870","18","310","ARYL HYDROCARBON RECEPTOR PATHWAY"
"871","18","415","ARYL HYDROCARBON RECEPTOR PATHWAY"
"872","18","578","ARYL HYDROCARBON RECEPTOR PATHWAY"
"873","1816",NA,"ABNORMALITY OF THE MITOCHONDRION"
"874","186","65","GO:0048856"
"875","186","65","GO:0048856"
"876","188","471","NEUROINFLAMMATION"
"877","188","12","NEUROINFLAMMATION"
"878","188","12","NEUROINFLAMMATION"
"879","188","3","NEUROINFLAMMATION"
"880","188","3","NEUROINFLAMMATION"
"881","188","535","NEUROINFLAMMATION"
"882","188","374","NEUROINFLAMMATION"
"883","188","490","NEUROINFLAMMATION"
"884","188","471","NEUROINFLAMMATION"
"885","188","48","NEUROINFLAMMATION"
"886","188","48","NEUROINFLAMMATION"
"887","188","374","NEUROINFLAMMATION"
"888","188","535","NEUROINFLAMMATION"
"889","188","3","NEUROINFLAMMATION"
"890","188","429","NEUROINFLAMMATION"
"891","188","12","NEUROINFLAMMATION"
"892","188","17","NEUROINFLAMMATION"
"893","188","3","NEUROINFLAMMATION"
"894","188","48","NEUROINFLAMMATION"
"895","188","490","NEUROINFLAMMATION"
"896","188","535","NEUROINFLAMMATION"
"897","188","490","NEUROINFLAMMATION"
"898","188","429","NEUROINFLAMMATION"
"899","188","471","NEUROINFLAMMATION"
"900","188","490","NEUROINFLAMMATION"
"901","188","535","NEUROINFLAMMATION"
"902","188","374","NEUROINFLAMMATION"
"903","188","471","NEUROINFLAMMATION"
"904","188","17","NEUROINFLAMMATION"
"905","188","429","NEUROINFLAMMATION"
"906","188","17","NEUROINFLAMMATION"
"907","188","12","NEUROINFLAMMATION"
"908","188","429","NEUROINFLAMMATION"
"909","188","48","NEUROINFLAMMATION"
"910","188","374","NEUROINFLAMMATION"
"911","188","17","NEUROINFLAMMATION"
"912","191","471","GO:0036475"
"913","191","498","GO:0036475"
"914","191","471","GO:0036475"
"915","191","498","GO:0036475"
"916","192","65","NEURON CELLULAR HOMEOSTASIS"
"917","192","65","NEURON CELLULAR HOMEOSTASIS"
"918","193","26","RESPONSE TO NITRIC OXIDE"
"919","193","26","RESPONSE TO NITRIC OXIDE"
"920","1940",NA,"RESPONSE TO REACTIVE OXYGEN SPECIES"
"921","195","13","CTOME ACTIVATION OF AMPK DOWNSTREAM OF NMDARS"
"922","195","522","CTOME ACTIVATION OF AMPK DOWNSTREAM OF NMDARS"
"923","195","13","CTOME ACTIVATION OF AMPK DOWNSTREAM OF NMDARS"
"924","195","12","CTOME ACTIVATION OF AMPK DOWNSTREAM OF NMDARS"
"925","195","12","CTOME ACTIVATION OF AMPK DOWNSTREAM OF NMDARS"
"926","195","522","CTOME ACTIVATION OF AMPK DOWNSTREAM OF NMDARS"
"927","202","278","GO:0007249"
"928","202","277","GO:0007249"
"929","202","14","GO:0007249"
"930","202","278","GO:0007249"
"931","202","447","GO:0007249"
"932","202","447","GO:0007249"
"933","202","277","GO:0007249"
"934","202","14","GO:0007249"
"935","21","31","HEMOGLOBIN METABOLIC PROCESS"
"936","214","27","CTOME BILE ACID AND BILE SALT METABOLISM"
"937","214","27","CTOME BILE ACID AND BILE SALT METABOLISM"
"938","216","57","GLYCOLYSIS AND GLUCONEOGENESIS"
"939","219","7","RESPONSE TO ESTRADIOL"
"940","219","123","RESPONSE TO ESTRADIOL"
"941","219","549","RESPONSE TO ESTRADIOL"
"942","219","496","RESPONSE TO ESTRADIOL"
"943","219","123","RESPONSE TO ESTRADIOL"
"944","219","289","RESPONSE TO ESTRADIOL"
"945","219","25","RESPONSE TO ESTRADIOL"
"946","219","122","RESPONSE TO ESTRADIOL"
"947","219","122","RESPONSE TO ESTRADIOL"
"948","219","549","RESPONSE TO ESTRADIOL"
"949","219","289","RESPONSE TO ESTRADIOL"
"950","219","7","RESPONSE TO ESTRADIOL"
"951","219","310","RESPONSE TO ESTRADIOL"
"952","219","25","RESPONSE TO ESTRADIOL"
"953","219","496","RESPONSE TO ESTRADIOL"
"954","219","23","RESPONSE TO ESTRADIOL"
"955","219","271","RESPONSE TO ESTRADIOL"
"956","219","310","RESPONSE TO ESTRADIOL"
"957","219","23","RESPONSE TO ESTRADIOL"
"958","219","271","RESPONSE TO ESTRADIOL"
"959","220","53","DECREASED PLASMA CARNITINE"
"960","220","29","DECREASED PLASMA CARNITINE"
"961","220","537","DECREASED PLASMA CARNITINE"
"962","220","537","DECREASED PLASMA CARNITINE"
"963","220","536","DECREASED PLASMA CARNITINE"
"964","220","536","DECREASED PLASMA CARNITINE"
"965","220","29","DECREASED PLASMA CARNITINE"
"966","220","53","DECREASED PLASMA CARNITINE"
"967","221","25","DECREASED PLASMA CARNITINE"
"968","221","23","DECREASED PLASMA CARNITINE"
"969","221","289","DECREASED PLASMA CARNITINE"
"970","221","540","DECREASED PLASMA CARNITINE"
"971","221","549","DECREASED PLASMA CARNITINE"
"972","221","23","DECREASED PLASMA CARNITINE"
"973","221","310","DECREASED PLASMA CARNITINE"
"974","221","123","DECREASED PLASMA CARNITINE"
"975","221","271","DECREASED PLASMA CARNITINE"
"976","221","496","DECREASED PLASMA CARNITINE"
"977","221","496","DECREASED PLASMA CARNITINE"
"978","221","30","DECREASED PLASMA CARNITINE"
"979","221","540","DECREASED PLASMA CARNITINE"
"980","221","123","DECREASED PLASMA CARNITINE"
"981","221","122","DECREASED PLASMA CARNITINE"
"982","221","30","DECREASED PLASMA CARNITINE"
"983","221","549","DECREASED PLASMA CARNITINE"
"984","221","25","DECREASED PLASMA CARNITINE"
"985","221","310","DECREASED PLASMA CARNITINE"
"986","221","289","DECREASED PLASMA CARNITINE"
"987","221","271","DECREASED PLASMA CARNITINE"
"988","221","122","DECREASED PLASMA CARNITINE"
"989","2274","547","GO:0004882"
"990","2274","547","GO:0004882"
"991","2298","570","TESTOSTERONE BIOSYNTHETIC PROCESS"
"992","2298","307","TESTOSTERONE BIOSYNTHETIC PROCESS"
"993","2298","575","TESTOSTERONE BIOSYNTHETIC PROCESS"
"994","2298","575","TESTOSTERONE BIOSYNTHETIC PROCESS"
"995","2298","570","TESTOSTERONE BIOSYNTHETIC PROCESS"
"996","2298","307","TESTOSTERONE BIOSYNTHETIC PROCESS"
"997","231","36","GO:0035357"
"998","231","36","GO:0035357"
"999","232","36","GO:0035357"
"1000","232","36","GO:0035357"
"1001","233","513","GO:0035357"
"1002","233","513","GO:0035357"
"1003","233","36","GO:0035357"
"1004","233","36","GO:0035357"
"1005","243","28","PROSTAGLANDIN SYNTHESIS AND REGULATION"
"1006","243","28","PROSTAGLANDIN SYNTHESIS AND REGULATION"
"1007","244","38","GO:0008213"
"1008","244","258","GO:0008213"
"1009","244","38","GO:0008213"
"1010","244","258","GO:0008213"
"1011","245","60","GO:0004872"
"1012","245","11","GO:0004872"
"1013","245","11","GO:0004872"
"1014","245","60","GO:0004872"
"1015","246","31","ABNORMAL LIVER MORPHOLOGY"
"1016","246","31","ABNORMAL LIVER MORPHOLOGY"
"1017","246","31","ABNORMAL LIVER MORPHOLOGY"
"1018","246","31","ABNORMAL LIVER MORPHOLOGY"
"1019","249",NA,"GO:1903409"
"1020","25","23","GO:0004882"
"1021","25","376","GO:0004882"
"1022","25","496","GO:0004882"
"1023","25","496","GO:0004882"
"1024","25","495","GO:0004882"
"1025","25","376","GO:0004882"
"1026","25","117","GO:0004882"
"1027","25","23","GO:0004882"
"1028","25","495","GO:0004882"
"1029","25","547","GO:0004882"
"1030","25","547","GO:0004882"
"1031","25","117","GO:0004882"
"1032","250","31","ABNORMALITY OF BLOOD AND BLOOD FORMING TISSUES"
"1033","250","31","ABNORMALITY OF BLOOD AND BLOOD FORMING TISSUES"
"1034","252","29","ABNORMALITY OF ADRENAL PHYSIOLOGY"
"1035","252","536","ABNORMALITY OF ADRENAL PHYSIOLOGY"
"1036","252","536","ABNORMALITY OF ADRENAL PHYSIOLOGY"
"1037","252","29","ABNORMALITY OF ADRENAL PHYSIOLOGY"
"1038","253","28","GO:0044703"
"1039","253","28","GO:0044703"
"1040","26","345","GO:0004882"
"1041","26","372","GO:0004882"
"1042","26","344","GO:0004882"
"1043","26","306","GO:0004882"
"1044","26","345","GO:0004882"
"1045","26","306","GO:0004882"
"1046","26","372","GO:0004882"
"1047","26","477","GO:0004882"
"1048","26","19","GO:0004882"
"1049","26","19","GO:0004882"
"1050","26","476","GO:0004882"
"1051","26","476","GO:0004882"
"1052","26","344","GO:0004882"
"1053","26","477","GO:0004882"
"1054","261",NA,"GO:0005515"
"1055","264","34","STEROL REGULATORY ELEMENTBINDING PROTEINS SREBP SIGNALLIN"
"1056","264","34","STEROL REGULATORY ELEMENTBINDING PROTEINS SREBP SIGNALLIN"
"1057","266","18","STEROID HORMONE MEDIATED SIGNALING PATHWAY"
"1058","269","32","NEGATIVE REGULATION OF FAT CELL PROLIFERATION"
"1059","269","32","NEGATIVE REGULATION OF FAT CELL PROLIFERATION"
"1060","270","32","ABNORMALITY OF THE LIVER"
"1061","270","32","ABNORMALITY OF THE LIVER"
"1062","272","40","GO:0008283"
"1063","272","40","GO:0008283"
"1064","272","40","GO:0008283"
"1065","272","40","GO:0008283"
"1066","272","39","GO:0008283"
"1067","272","39","GO:0008283"
"1068","272","39","GO:0008283"
"1069","272","39","GO:0008283"
"1070","274","23","GO:0061370"
"1071","274","23","GO:0061370"
"1072","276",NA,"G TGF BETA SIGNALING PATHWAY"
"1073","28","43","GO:0001525"
"1074","28","43","GO:0001525"
"1075","281","176","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1076","281","175","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1077","281","162","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1078","281","457","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1079","281","152","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1080","281","366","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1081","281","363","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1082","281","367","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1083","281","364","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1084","281","159","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1085","281","128","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1086","281","134","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1087","281","188","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1088","281","175","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1089","281","110","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1090","281","54","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1091","281","152","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1092","281","192","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1093","281","192","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1094","281","365","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1095","281","458","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1096","281","8","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1097","281","119","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1098","281","134","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1099","281","42","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1100","281","194","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1101","281","119","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1102","281","367","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1103","281","159","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1104","281","459","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1105","281","110","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1106","281","65","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1107","281","457","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1108","281","42","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1109","281","188","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1110","281","193","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1111","281","162","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1112","281","366","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1113","281","128","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
"1114","281","54","HUMAN THYROID STIMULATING HORMONE TSH SIGNALING PATHWAY"
