"","17#-1","21#-1","25#-1","25#-2","25#-3","25#-4","27#-1","3#-1","34#-1","38#-1","4#-1","40#-1","41#-1","47#-1","60#-1","60#-2","60#-3","60#-4","7#-1","70#-1","BPA-1","BPA-2","BPA-3","BPA-4","BPAF-1","BPE-1","BPS-1","NP1-1","NP10-1","NP5-1","NP9-1","P8-1","P8-2","P8-3","P8-4","TCDD-1","TCDD-2","TCDD-3","TCDD-4"
"GO:0015908",6,0.699135453462801,-0.00750352263086193,6,6,-0.181328100789275,6,6,-0.73201923829076,6,6,0.784008638451542,6,6,6,6,6,0.12453565097794,6,6,6,6,0.432274375586251,0.630497512981896,6,6,6,1.13897226857083,-0.159972046716657,6,1.19411244572842,-0.868543207097143,2.01619603888046,1.21348518718313,0.644434673780025,6,6,-4.47409458853388,6
"GO:0016055",6,0.662536085250896,0.207598962352454,-2.23318628034741,6,6,6,6,-0.429585143705133,-0.116788496395703,6,-0.781705462442549,6,6,6,-1.48661339109836,6,-0.124111410959904,-1.61418895965437,6,6,-0.821768635940038,-0.187973359999427,6,-2.70425595111233,6,6,1.46521550326644,6,-0.477562322146649,6,6,1.80082897487724,6,6,-3.97839104275841,-4.1068450167632,-4.24340926554496,6
"GO:0016209",6,0.512957923619147,-0.0355979173672326,6,6,6,6,6,6,-2.29372940061963,6,6,6,6,-0.703455963327051,-3.10908748846794,-0.26947481420527,-0.499106056249258,6,6,6,6,-0.580177803639851,6,-2.24628735235729,-1.9430258604392,6,1.0743051735966,6,6,1.00030195419627,0.829948296220669,6,1.41709229956102,1.01448805557199,6,-3.49240711897373,6,6
"GO:0016310",-0.424129674698623,0.581641968346377,-0.0913890930750574,-2.16612646543692,0.87043654900059,-0.268485818982278,-0.209378844216848,0.642233050011448,-1.41819166024597,1.45512013456024,-0.623216194733535,-0.316674826839329,-2.07210525296935,1.60807726010689,-0.164590994797272,-1.21925152799563,-0.635438509718809,0.158825687804561,-1.10702908434333,-0.798289645119889,-2.22195746648651,-0.83468983307361,-0.312293513925461,-0.197152648491595,-1.74274743224893,-1.12284143293849,-0.326919765424935,1.00444582011859,0.319702679005309,0.537997441001899,1.31400341062664,0.422397510080051,1.8453317203351,1.94603384770201,1.91697691508891,-3.6981134916379,-3.81855730264372,-5.2492622331059,-3.64570201435629
"GO:0019098",-0.680793150105501,0.30645045962097,0.25580983551243,-1.79765657314257,6,-0.0390259397425446,6,6,6,6,6,6,6,6,6,6,6,0.10617982288939,6,6,6,6,-0.0550897619114209,-0.346230105793349,6,6,6,6,6,0.892344489716051,6,6,6,6,1.37541188825366,6,-3.67342881281881,-4.63344326392468,6
"GO:0019226",6,0.801914978685197,6,6,6,6,6,6,6,1.08605867928355,6,6,6,6,6,6,6,6,6,6,6,6,6,0.308500922997369,6,6,6,6,6,6,6,6,1.81036214859657,6,0.490257576787699,6,-3.67500244306285,6,6
"GO:0019882",-1.91063672582335,0.487026560746551,0.199866518080354,-2.33504567167594,6,6,6,6,-0.930430754912537,6,0.963938882250229,6,6,0.0611164368579158,6,6,-0.457015224850442,0.0562495266934019,-2.22758069123008,0.821793836568601,6,-0.570834963795894,0.108431599918369,6,-2.52541242126142,6,6,0.882580336711777,-0.0479628020740036,6,6,-0.0737889849786514,1.45045956464882,1.96663846310834,1.61791886536183,-3.5588309438556,6,-5.1591039978126,6
"GO:0019904",-2.02488101942965,0.764956383760642,-0.440414895030169,-0.300337617171533,0.858883037086679,0.18637521236215,-0.658266187126312,0.573395950083598,-0.892924725394828,0.787163413781441,0.762678300994334,-0.7850163318422,-0.626322992169765,1.93424209034118,-0.559981793184486,-1.65908286270105,-0.684759210560398,0.325594736476977,-1.45310221477522,-0.469311439393834,-1.63983800680613,-0.939680369231102,0.858376951452128,0.611151136578099,-3.06724149144894,6,-0.159639712192464,1.07846167469973,-0.633549669866637,0.199909514877595,0.952509509593543,1.04499337211644,0.800082377034408,0.777980939847742,1.13996919782852,-4.06240253593366,-3.64755051947554,-5.29714637459657,-3.32996645151514
"GO:0019932",6,0.0275995403827566,0.157988165406047,6,0.766407057405434,0.0897095643596189,6,6,-0.872224628159514,1.21723077697546,0.00100373654497414,6,-0.665451652717615,1.52460430297575,-1.59268006678597,-1.41504679419427,-0.571722523498932,0.170487335090715,-0.658948094729527,-0.341279483626843,6,-1.05412072189652,-0.204900571628796,0.73064910669284,-2.43673786927863,6,6,1.08936391962462,-0.104485197869236,-0.104544615304112,6,0.154494803584865,1.74377583864707,1.57105836696342,1.42169367509011,-3.96036735461738,-4.45792843484136,-4.43408156279458,-3.61487821603651
"GO:0022414",-0.813094170493969,0.767210563207362,0.449769599526066,6,0.250712405791902,0.119667736943864,6,6,-1.06743671694914,6,6,6,6,6,6,-2.05836469346147,-0.695102085502449,-0.367629844745094,6,6,6,-0.135609153575557,-0.206573920830094,0.919838248370486,-2.85795599702853,6,6,6,0.125748104034808,6,6,1.551732356566,1.96698592151134,2.12489665936511,0.821875392365693,-3.72119396132407,6,-4.28524884213205,6
"GO:0022851",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.39193613441183,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"GO:0030154",-0.963116377073246,0.504039156402032,0.47792359771172,-1.39632723346592,0.549357006461372,0.468012629729756,6,0.418212978489037,-0.958844452865453,-0.436312182105309,0.343094000087616,-1.58309444448211,0.500760527168492,1.31196523862673,-0.997670627694881,-2.36611111813432,-0.29755957642286,0.359127957955644,-0.758463512420911,-0.136430646264568,-0.692328214581975,-0.970229040468993,-0.0703529763760588,0.771693379043248,-2.90899551430864,-1.14565517397713,-0.799025164916724,1.65606958539968,-0.248188857172312,0.786518445843703,1.6585980453272,0.820435074663238,2.18480261781392,1.42190683815505,1.256316284042,-4.08046799456204,-4.13438235580641,-4.77394924493351,-3.7635682039343
"GO:0030163",-0.326390342155846,0.835436626065138,-0.404175208650314,-2.18287638961909,0.797511505812673,0.0181781598406509,0.328630084963155,-0.349289724194533,-0.890854395394656,-0.148457350840805,-0.268399803477032,0.163805767803804,-0.557091186591088,1.59615042510255,0.0574821221076563,-0.0878297364896231,-0.118408950021057,-0.0335735879206586,-1.37651882347582,0.816563507517037,-0.980356131015063,-0.363136423583312,-0.074394650456665,0.921388871898734,-3.2249748452163,-0.416640924439918,-0.933933409428823,1.53448420535009,-0.710473776649659,0.00129378387358756,1.01615826560003,1.33144909654349,2.03540836102822,1.37781127701152,0.906755609751398,-4.29053498711492,-3.55328741172018,-3.4520703388206,-3.61266468999099
"GO:0030331",6,0.679487891172677,6,6,6,-0.331029699041391,6,6,6,6,6,6,-0.622147122174075,6,6,6,0.201280272580915,0.166050867020877,6,6,6,-1.17573100430842,-0.00200903402399149,6,6,6,6,0.441928668643506,6,6,6,6,6,6,1.77161704105801,-3.69152862546195,6,6,6
"GO:0030520",6,0.804809787466057,6,6,6,6,6,6,-0.340482075353684,6,0.713742253721606,6,-0.332212089090543,6,6,6,6,0.0180553216841675,6,6,6,6,6,6,-3.31977767705927,6,6,0.901467626944014,6,0.996786233550397,6,6,6,6,0.537565854389614,6,6,6,6
"GO:0030545",6,1.29439357900873,0.930373412026535,-1.59755586323024,0.117913394441326,-0.184438598881692,6,6,-1.24554288122461,6,6,6,-0.75404737750275,6,6,-1.51645873237264,-0.277055044257607,0.279142680320336,-1.4093072112542,6,6,-0.27102229533651,0.109872197977211,6,-3.24814085254642,6,-1.26698277406946,0.579842644766229,6,6,0.779449021421652,0.300201904082726,6,1.85635103199765,0.669616240804272,-4.73224513797103,-3.99486651504361,-4.08280909356675,-3.59640300471268
"GO:0030728",6,0.313263335291366,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-0.384232783187161,6,0.626520820535957,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.432908924794031,6,6,6,6
"GO:0032623",6,0.667054490507998,6,6,6,6,6,6,6,6,0.515941342772331,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-0.490476965061217,6,6,6,6,6,6,6,6,6,6,6,6
"GO:0032964",6,6,0.527641133707281,6,6,-0.938682623123652,6,6,6,6,6,6,6,6,6,6,6,-0.331920887779749,6,6,6,6,6,6,6,6,6,6,6,6,6,1.06413428389853,6,0.704925779354882,1.27767996641787,6,6,6,6
"GO:0035357",6,0.727098839095993,-0.18909205262963,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.0246679292001925,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"GO:0036475",6,1.00057616795503,6,6,6,6,6,6,6,6,6,6,-1.03736531863516,6,6,6,6,-0.137887312334811,6,6,6,-0.252606930245405,-0.0964858499261672,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"GO:0040011",-1.60229132681157,0.708568857019031,0.292248674318456,-0.364453916697301,0.822333228052009,0.24914735607112,-0.8860533826092,-0.098766129072842,-0.392598954723071,-1.03638318324991,-0.534166567723049,-1.44694150050029,-0.338953831404944,1.53847651900062,-1.09604605588808,-1.87441806204367,-0.725825776050361,-0.134912948407523,-2.34700860198723,0.487293623950991,-0.587808205817886,-0.885580679809703,0.000372603136690223,0.276577746707979,-3.16798740503828,-1.93303836379845,-1.31877269664676,1.18493320780323,0.0386785185571579,0.693870517891688,1.97979602334524,0.803590623299248,1.89600783599323,1.7077881566085,0.456645959964508,-4.38065716709112,-3.88199178232496,-4.1666964402604,-3.84163645455192
"GO:0042060",-1.46777304387042,0.962874612848324,0.31037626237735,-2.074235320289,0.783131765704538,0.116800717761239,6,-0.164195657910969,-0.876856720422764,1.29599726398241,1.03673260668351,1.1928464228842,-1.64149697068886,1.54143266215249,-0.879517121442632,-2.28630804506325,-0.556441646881815,-0.759172671889632,-0.412380992412773,0.000709293324247474,-0.98294875743495,-0.808633010251495,-0.116968401323882,-0.561227542084445,-2.32672009728291,-0.784995888821516,-2.19122825595175,0.828067393855682,0.0805180480799395,0.162315066938434,0.0886690837687662,2.08406450725189,1.98737585938228,1.2563384741351,1.11695505326884,-3.88921213805266,-3.70902861683032,-5.12500462025143,-3.73479480910521
"GO:0042116",6,0.737659188129277,6,6,6,0.0595036340172252,6,6,6,6,6,6,6,6,6,6,6,-0.843781264629895,6,6,6,6,6,6,-2.6826693503414,6,6,6,6,6,6,6,6,6,6,6,6,-5.12562240282689,6
"GO:0042311",6,0.86176528596541,0.38763542003715,6,6,6,6,6,6,6,6,6,6,6,6,6,-0.323783548202331,6,6,6,6,6,-0.197147312439471,6,6,6,6,6,0.300863163020254,0.190577369624334,6,6,6,1.64497144610026,0.846284280934879,-3.92112722764403,-3.69218679719379,-4.4356412209752,6
"GO:0042421",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.47675672853779,6,6,6,6
"GO:0042446",-1.18409417561367,0.62555675218803,-0.827761054888309,6,6,-0.0512662552562477,6,6,-0.753613923652029,6,0.602204233239875,6,6,6,6,-2.49358829309221,-0.852998181235152,6,6,6,6,6,-0.0337234494933713,6,6,6,6,1.09155987910709,6,6,6,6,2.09093545099608,1.17136501309557,0.940359622845243,-4.14906327229038,6,-4.83851565495561,-3.0889768284023
"GO:0042447",6,6,0.0277105885961291,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"GO:0042541",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.262115750556248,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"GO:0042698",0.339186853682547,0.945140814282131,0.339449733091208,6,6,0.176575123744635,6,6,6,6,1.31995996279901,6,6,6,6,6,6,-0.326653549409783,6,6,6,6,-0.132692364436358,0.863477560101525,6,6,6,0.344038424079706,6,6,1.51128385999097,6,6,0.476168578539373,6,6,6,-4.75940720358786,6
"GO:0042701",6,-0.621049132141546,6,6,0.968071414729414,6,6,6,-1.00321197260143,6,0.76756964073428,6,6,1.410018303399,6,-1.18572540017222,-0.709444504237709,6,6,6,6,-0.710129212006103,-0.268130986348053,6,-3.19235795605493,6,-0.792888325199169,1.21263399727906,6,6,6,6,1.95619074455208,1.93127840001344,1.13628049128004,-4.2501937425799,6,-4.38125246877058,6
"GO:0043542",6,0.496417634530675,0.298969578403498,6,6,0.28853308247367,6,6,-0.868830319680228,6,0.542773450201727,0.217697000953953,6,6,6,6,-0.604670435711641,-0.0770232739180554,6,-0.0601527524726719,6,-0.191408388061457,-0.0828942768712446,0.70329332151907,-2.29088671660941,6,6,1.14896325973238,-0.381875713136584,6,6,1.38384664932971,1.7001109817039,6,1.53837720561136,-4.1462277958761,6,-4.53512998676595,-3.69353337329487
"GO:0044414",6,0.613885969564388,0.29652115188935,6,6,-0.108720052838555,6,6,6,6,6,0.405456257234263,6,6,6,6,6,0.321858502803158,-0.90386018382965,6,6,-0.831111675543915,0.125907544068288,0.423503140686905,-2.85150451335932,6,6,1.12357981982174,-0.0723433120572945,6,6,1.06913835124172,6,1.22002591863761,1.60308453314848,-3.9039392311955,6,-4.59333069776212,6
"GO:0044557",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-3.7454116176917,6,6,6
"GO:0044703",-1.47582056577683,1.05763502123507,0.209000595880533,-1.60322278711488,0.105890409630494,-0.180459354664044,6,-1.25886763483099,-0.33425796113779,-0.126411823771842,0.15604282262594,-0.501567793482314,-0.871285595209308,1.49837949798427,-0.646859645120664,-4.09957127194369,-0.714190734427201,-0.986886663690583,-1.29538950734185,-0.13062619174693,-0.354993470377726,-0.928526410098438,0.16979076487783,0.0721077963730312,-2.65133521267641,-0.808654066849487,-0.183656245988673,1.18318138588429,-0.132034635853909,0.190994915348801,1.62311263056646,0.723847448425278,1.73992753650048,1.46541828476313,1.66732262207611,-3.82152424782972,-3.53481537451593,-5.79243191937318,-3.46327596426681
"GO:0045333",-0.716313075719529,0.636008704030092,0.0281585393307329,-2.25847142500501,0.343589563635989,0.0428247776941958,-1.46816725804371,6,-0.650871370888794,-0.452451174310312,0.296317439707259,0.380715947952445,6,1.2508099021405,6,-1.43086364017919,-0.406811152058063,0.0673029800645733,-1.76046558321837,0.160404009381371,6,-0.7400484378147,0.162689965932982,0.673408550299325,-2.0789657828717,0.32630544254456,-0.970434673814991,1.06302205494494,-0.367860790661126,-0.260247757106559,1.81385101892503,0.54922876865065,1.86215328396456,1.84254179244829,1.56025151688672,-3.88236837837301,-3.59056735864301,-4.75118172163914,6
"GO:0045444",-1.66433739068896,-0.265772651990931,0.503280995986863,6,0.174210649084049,-0.936388819749121,6,6,-1.18779551343967,6,6,6,-1.46160748246354,1.29552942314479,-0.0240245230828142,-2.55629270123875,-1.74199978406293,-0.0334027332199721,-0.732901474927999,0.118003338760968,-0.558725828643079,-1.30561271739065,-0.000391867918406668,0.642019781845769,-2.95842735868364,-1.18911126732651,-0.612994055367528,1.16044887623331,6,-1.80464202011914,0.778120232736847,6,1.7410911448759,1.76265537978914,1.60822485654235,-4.14024806064806,-4.04460154838022,-4.5504686016553,-3.79283758075016
"GO:0046562",6,0.740708725275295,-0.0492568497409654,-0.781585588268917,-0.137780235267962,6,6,6,-1.16470363054582,0.328753382959671,6,-0.891299383699258,6,6,6,-2.69915163331852,-0.762959666600368,-0.703217981279471,-1.38933134502984,6,6,6,-0.437818500369888,6,-2.99095119729402,6,-0.331673411746293,1.16392590275085,6,6,6,6,2.15687095176836,1.0635529849858,1.80536163235315,6,6,6,6
"GO:0046879",6,0.556156536089892,6,6,-0.0887175539138825,6,6,6,6,6,6,6,6,6,6,6,6,-0.036854884686885,6,6,6,6,6,6,6,6,6,6,-0.289595567034387,6,6,6,6,6,6,6,6,6,6
"GO:0046903",-1.31636235144379,0.713290774544291,0.118844637189255,-0.928226641348813,0.190959290868851,0.457417857797668,-0.25740679489933,-0.240085551683551,0.281195973496245,-0.890810634241836,0.209113178539945,-0.932141553386086,0.133922094470897,1.39389455066888,0.0955974926524806,-1.9519336193609,-0.394067753589533,0.17808275784826,-1.79010588393437,0.807685584334917,-0.939535973895084,-0.78074424807974,-0.108303150479653,0.554834185723849,-4.01770010788755,-0.738964095126143,-0.384418877095489,1.86982122895027,-0.185303758323562,-0.203785865227174,1.04234791388038,0.517576723150209,1.29310704000542,0.794285858546248,1.58665512343792,-4.26913400160477,-4.43070509040092,-4.2151150767886,-3.64404961282753
"GO:0046983",-0.706027512759623,0.430725155136826,-0.267351699941737,-1.39389261699987,-1.14872124148857,0.263632378461314,-1.13014560213114,-0.122030139759974,-0.531748083134276,-1.78489800010212,0.73588327632574,0.975340567686398,-0.984993036832306,1.41713009564682,-0.997670627694881,-2.36687209066817,-0.531411399678236,0.0920568190757566,-0.890659111128732,-0.43030959284157,-2.31205098944332,-0.491303254790183,-1.31151639390081,-0.926663990752164,-2.61860934086617,-0.718533408294414,-1.6513780850179,1.02241228769091,0.259258529998532,0.3514013188818,0.965603215543446,1.85502404099718,2.22580440369276,-0.110811525358392,0.982038444534691,-4.1481348225442,-4.43070509040092,-4.83251345520335,-3.70628230815494
"GO:0048019",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-0.0319845235942823,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1.16300501913999,6,6,6,6,6,6,6
"GO:0048469",-0.749317365797004,0.754655112288149,0.117797205922161,-2.37465896816324,6,6,6,6,6,6,6,6,6,1.4701424360103,6,-1.04214140436145,6,0.186895594452673,-2.1020827513147,6,-1.68338760528966,-0.775106544655302,0.668452678724083,0.150888316779308,-2.6040961139233,6,6,1.05325096893864,6,6,1.56084530233196,6,1.67780530888378,6,0.802565859687597,-3.97457886645273,6,-4.08892553448579,6
"GO:0048813",-0.249060213674249,0.542825689376609,-0.221986398036632,6,6,0.158263954009494,6,6,-0.426092351403495,6,0.592306144632734,-0.860320080003116,-0.401489079216431,6,6,6,6,-0.273435694325184,0.141131369091648,6,6,-0.883362849704388,0.0369648134727849,0.808519756840506,-2.69666735457554,6,6,1.19500396097632,6,-1.30029066744088,6,6,1.99962441604378,6,0.600755873367047,-4.24652826908984,6,-4.03214065864599,6
"GO:0048856",6,0.372880770906428,6,-1.6413480067222,0.56894240524702,6,-0.716333094656812,-0.098766129072842,6,-0.716642134853672,0.450377193319163,1.04763222776099,6,6,-1.02290962578355,6,-0.613893183166945,-1.06736940365881,6,6,-0.797188607290416,-0.387527052281595,0.40710501123122,0.809873032294847,6,6,-0.49132977922857,1.73209874699448,-0.850066340425488,6,6,6,0.48269520712413,0.187661951933785,6,6,-4.23622563575305,-5.10654688842935,6
"GO:0048870",-0.996553033648915,0.0397541817493879,0.804953901041773,-2.53769234042433,0.577085788328373,0.226780248969021,-0.8860533826092,-0.372482517591722,-0.509624505742035,0.139545156568013,0.63201990627353,0.483315886691658,0.61227313891476,1.03249998330193,-0.92861234693498,0.0228571960492163,-0.943836873519304,0.137526870221126,-2.09455629665489,-0.159486222420566,-0.382426831982171,-1.17512524291061,0.291744704405961,0.215871203418709,-2.0520625592748,-0.919105741896141,-0.910876610126978,0.701807436355709,0.180903180479571,-0.283596414073152,1.60645116136723,-0.117423500674472,1.8588831063126,1.20345433657737,1.37173445864659,-4.77840337584683,-4.08922083993985,-4.96627304499094,-5.14577467977523
"GO:0050663",6,0.761144247621037,-0.253598521616781,6,6,0.294942265029352,6,-0.013508656962138,6,0.913176382835521,0.0690560272625457,6,6,1.04837756382875,6,-1.67682386699693,6,-0.92450385129904,6,6,6,6,-0.269158142179949,0.419572018202576,-3.42357922012105,6,-0.155252970053839,1.24197551332024,6,6,6,6,2.2317482426075,6,1.24186336027123,-4.1755646203636,6,-4.36299467495199,-3.77815668575058
"GO:0050665",6,1.17330201420904,6,6,6,6,6,6,-0.357475894069694,6,6,6,6,6,6,6,6,6,-1.77447982448565,6,6,-1.52974017156336,6,6,6,6,6,6,6,6,1.83916022076201,6,6,0.680021320812264,2.01542056760112,-4.22426846084226,-4.13260443038157,6,6
"GO:0050673",-0.489908497875061,0.594682593388793,0.369488896471469,-2.30425762457643,-0.299106091109421,0.502937110546277,6,-0.683305348831551,-0.499314071106084,0.917552972369921,0.558432384361185,-0.394601986765812,0.98376426015858,0.877516852640453,-1.4589464628811,-0.362411184395827,-0.339289437678621,0.203530889694101,-1.92387903312247,-0.100938963322387,-1.95606398672896,-0.935285439952659,0.330758935642975,0.581082796397782,-2.7770841578348,0.0418588351078306,-0.960763785900902,1.51383246258802,-0.494950104333693,0.368848290306914,1.82750989138576,2.04912173352199,2.09761932635166,0.774849848784215,1.29019041764802,-3.91757301494658,-3.82890531467023,-4.14461155341592,-3.49119880977526
"GO:0050805",6,0.669733195014345,6,6,6,-0.0249052992656733,6,6,6,6,6,6,6,6,6,6,6,0.0688487228123957,6,6,6,6,6,0.413206881975084,6,6,6,6,6,6,6,6,1.708159963595,6,1.72228591398097,-4.55921104366708,6,-4.93627044709297,6
"GO:0051899",6,6,0.442952505117319,6,0.42470498074805,6,6,6,6,6,0.505650834861399,6,6,6,6,6,-0.499384464403655,0.141873029060493,6,6,6,6,0.469301924943953,0.678063203144282,6,6,-0.965973490650743,1.07399573679015,6,0.115740795291899,6,6,2.17618699323166,0.751373504580279,1.31358126772644,6,6,6,6
"GO:0060080",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.844192723830579,6,6,6,6,6,6,6,6,6,6,6,6,-4.20463115961332,6,6
"GO:0060291",-1.00327150567238,0.205242030068118,0.226746897130023,6,6,0.311701712096559,6,6,-0.346325358605885,6,-1.11438867242966,6,6,1.15518175575433,6,6,6,0.328112792258472,-2.09455629665489,6,-0.924158018390929,6,-0.330993785847537,0.448209540072147,-3.3935692823338,-0.996913252671046,0.229721977391056,0.535246291294986,0.0163197147136699,0.0928517359952739,6,6,2.09608104059031,1.32586614609097,1.36428809459601,-4.28848160948537,6,-5.46966864198954,6
"GO:0070265",6,6,0.314938721610602,6,6,6,6,6,6,6,6,6,6,6,6,6,-0.324547358696633,6,6,6,6,6,6,6,6,6,6,6,0.148074467740098,6,6,6,6,6,0.0350656854527759,6,6,-4.35099496628585,6
"GO:0070330",6,6,6,6,6,6,6,6,-0.900921156876743,6,1.67432403419442,6,6,1.24360886437444,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-4.06865352152943,-4.10029777839371,-4.89749749639398,-4.5402558143973
"GO:0072358",-0.598435065314468,0.522242459098155,0.569779162900957,-3.0785361043495,0.374986112701431,0.0313424451013638,6,0.769365059026869,0.224116687961537,0.447817897344858,1.83829270516349,1.19004335467469,1.03889066634172,1.30178110294027,0.217254368200662,-1.58843704563341,-0.443877209754585,0.224870855822965,-1.59863859454259,0.790459711360447,-1.92732626569128,-0.567110079695808,-0.25366709243491,0.143949626946688,-3.61695489631941,-1.1637358352119,-1.10757575484691,0.246975254753692,0.265810597746262,0.734310854575568,1.6987397616497,1.28516624509548,2.07351555343205,0.449210964917622,1.01077853479805,-4.44412396530807,-4.04766653567372,-4.92140759072523,-3.86828136529075
"GO:0099536",-2.89066572487093,0.833359195734149,0.642479331545507,-1.83175044763919,0.498636165659414,-0.0563581313107215,6,0.0286605044081716,-0.3357262385502,6,0.420816723996784,6,-0.248634069357664,1.36791390082095,6,-2.73143374707736,-0.277554198890491,-0.047029542275235,-0.781347332411217,0.756524359868581,-2.39610033793201,-1.31728972510727,-0.159583139380863,0.42436881147488,-2.93519228537689,-0.391066014274344,-1.10589535890986,0.715667475183887,-0.501201268655711,0.0850121193012151,1.75960908962949,1.28771736393077,1.56328605264345,1.04794463180663,1.50953161561289,-4.30084123651915,-4.15215056437713,-4.03467437463271,-4.42322358840308
"GO:1902476",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-0.135354499157588,6,6,6,6,6,6,6,6,6,1.69830928884463,6,6,6,-4.25342299534143,6,6
"GO:1903008",6,0.215462565900975,0.66162021529578,6,6,-0.137828425225061,6,6,-0.240765186238363,6,6,-0.544425429005289,6,6,6,6,-0.697910863358883,0.143754614064765,6,0.0872318513310568,6,-0.500919471971191,-1.44344013946813,6,-2.63662300422551,6,6,0.894659156786097,0.150601712244522,0.0927847189542936,6,6,6,1.71387359313965,0.349710953443718,6,6,-4.79589940178166,6
"GO:1903009",-0.115192575712886,0.717888929965282,0.0787492566941054,6,6,6,6,6,0.103901529336673,6,0.528734634138205,6,6,6,6,-0.784321090160792,6,-0.0805910012630808,6,6,6,6,-0.0210026155626696,6,-2.96031182376252,-0.45808731457156,6,0.908453992850376,6,6,6,6,6,1.99002258690664,0.81312184808722,-4.51056933034441,6,-5.29757136139249,6
"GO:1903409",6,0.803019678124284,0.806668993605532,6,6,0.243471396794981,6,6,-1.17870256994729,6,1.12259109599888,6,6,6,6,-3.13789197431622,-0.748172793664127,0.191517182439602,6,0.586452506159072,6,-1.57243051646533,0.386730003567919,6,6,6,-1.49514704158304,0.895689583607368,-0.694502012187872,6,6,6,6,0.82541897860969,1.09517492743174,-4.72707832182761,-4.25135738030775,-5.04114908897849,-3.55645971330572
"GO:1904019",6,0.826715707099201,0.478855827984899,6,6,-0.00621392666494816,6,6,-0.255610518378923,6,6,6,6,6,-1.06389971282702,6,-0.63662483629221,0.245634057874489,6,6,-0.674790547183185,6,6,-1.59471951741357,-2.60122470846047,6,6,1.39005503587195,6,0.127467307527271,6,1.56021774930723,2.1840464197785,1.98269035474032,1.9775141620762,6,6,6,6
"GO:2000193",6,6,0.810854158732536,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"APOPTOSIS",6,0.855742225949623,-0.0170570623241373,6,6,0.438061518482845,6,6,0.154672571320236,6,6,6,6,6,-1.06752643919864,6,-0.427744646379688,-0.170087869162372,6,-0.340314998777058,6,-1.96945073920333,0.0259088345294668,0.844267023294481,6,6,-1.77708942097329,1.10045160489537,-1.66703689376398,6,1.47847925451166,6,6,1.57615610095649,1.91220352895671,6,6,-4.64685269864043,-3.47637983925942
"ARYL HYDROCARBON RECEPTOR PATHWAY",-0.496416502981499,0.32461716729877,0.475181614079147,6,6,0.546596435716258,6,6,-0.239209727945119,6,0.214240160960658,6,6,6,6,-3.28450267149478,-0.745632243698101,-0.0531482022121392,6,6,6,6,-0.256213961294781,6,6,6,6,1.02775673674038,6,6,6,6,2.14232656622088,6,6,-4.35646841510732,6,-4.51817743904918,-3.41513683475909
"BLADDER CANCER",6,0.55808778261345,-1.22234326615333,6,6,0.344318365495898,6,6,-0.551172490066458,6,0.30205400845962,6,6,1.1712661069262,6,-2.0020213859868,-0.625500861552999,-0.00691988762478028,-1.61695693591601,6,6,6,0.0888768156957197,6,6,-1.62769155028048,6,1.34868795271022,-0.350142820128117,6,1.39057789894414,6,1.29915704324223,1.79237505410534,1.24734247161004,6,6,-4.29420649090201,6
"BLOOD CLOTTING CASCADE",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-0.270950824376488,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-4.72723437104424,6,6,6
